1960-02-01,7191
1960-03-01,7239
1960-04-01,7228
1960-05-01,7160
1960-06-01,7193
1960-07-01,7187
1960-08-01,7209
1960-09-01,7241
1960-10-01,7315
1960-11-01,7366
1960-12-01,7401
1961-01-01,7341
1961-02-01,7385
1961-03-01,7401
1961-04-01,7388
1961-05-01,7294
1961-06-01,7301
1961-07-01,7298
1961-08-01,7359
1961-09-01,7438
1961-10-01,7542
1961-11-01,7634
1961-12-01,7753
1962-01-01,7805
1962-02-01,7869
1962-03-01,7915
1962-04-01,7906
1962-05-01,7815
1962-06-01,7845
1962-07-01,7901
1962-08-01,7956
1962-09-01,8027
1962-10-01,8155
1962-11-01,8237
1962-12-01,8367
1963-01-01,8430
1963-02-01,8498
1963-03-01,8542
1963-04-01,8532
1963-05-01,8471
1963-06-01,8517
1963-07-01,8599
1963-08-01,8658
1963-09-01,8752
1963-10-01,8907
1963-11-01,9063
1963-12-01,9242
1964-01-01,9339
1964-02-01,9429
1964-03-01,9541
1964-04-01,9544
1964-05-01,9477
1964-06-01,9556
1964-07-01,9656
1964-08-01,9734
1964-09-01,9880
1964-10-01,9992
1964-11-01,10142
1964-12-01,10313
1965-01-01,10300
1965-02-01,10439
1965-03-01,10488
1965-04-01,10404
1965-05-01,10288
1965-06-01,10337
1965-07-01,10320
1965-08-01,10378
1965-09-01,10458
1965-10-01,10560
1965-11-01,10690
1965-12-01,10846
1966-01-01,10875
1966-02-01,11052
1966-03-01,11000
1966-04-01,10963
1966-05-01,10877
1966-06-01,10938
1966-07-01,10981
1966-08-01,11105
1966-09-01,11218
1966-10-01,11356
1966-11-01,11518
1966-12-01,11686
1967-01-01,11706
1967-02-01,11830
1967-03-01,11895
1967-04-01,11770
1967-05-01,11747
1967-06-01,11824
1967-07-01,11902
1967-08-01,12020
1967-09-01,12155
1967-10-01,12312
1967-11-01,12506
1967-12-01,12739
1968-01-01,12802
1968-02-01,12801
1968-03-01,12824
1968-04-01,12771
1968-05-01,12684
1968-06-01,12805
1968-07-01,12878
1968-08-01,12955
1968-09-01,13096
1968-10-01,13272
1968-11-01,13423
1968-12-01,13635
1969-01-01,13757
1969-02-01,13869
1969-03-01,13930
1969-04-01,13931
1969-05-01,13883
1969-06-01,13974
1969-07-01,14056
1969-08-01,14154
1969-09-01,14267
1969-10-01,14475
1969-11-01,14705
1969-12-01,14934
1970-01-01,14882
1970-02-01,14976
1970-03-01,15106
1970-04-01,14991
1970-05-01,14860
1970-06-01,14837
1970-07-01,14858
1970-08-01,14884
1970-09-01,15038
1970-10-01,15221
1970-11-01,15427
1970-12-01,15698
1971-01-01,15648
1971-02-01,15806
1971-03-01,15909
1971-04-01,15868
1971-05-01,15767
1971-06-01,15852
1971-07-01,15860
1971-08-01,16060
1971-09-01,16350
1971-10-01,16526
1971-11-01,16729
1971-12-01,17067
1972-01-01,17189
1972-02-01,17378
1972-03-01,17438
1972-04-01,17516
1972-05-01,17367
1972-06-01,17508
1972-07-01,17827
1972-08-01,18255
1972-09-01,18704
1972-10-01,19281
1972-11-01,19787
1972-12-01,20425
1973-01-01,20800
1973-02-01,21175
1973-03-01,21347
1973-04-01,21600
1973-05-01,21659
1973-06-01,22001
1973-07-01,22458
1973-08-01,22915
1973-09-01,23450
1973-10-01,23911
1973-11-01,24149
1973-12-01,24779
1974-01-01,24998
1974-02-01,25377
1974-03-01,25477
1974-04-01,25470
1974-05-01,25242
1974-06-01,24706
1974-07-01,24465
1974-08-01,24323
1974-09-01,24584
1974-10-01,25351
1974-11-01,26008
1974-12-01,26541
1975-01-01,27153
1975-02-01,27715
1975-03-01,28228
1975-04-01,28502
1975-05-01,28184
1975-06-01,28557
1975-07-01,29247
1975-08-01,29810
1975-09-01,30380
1975-10-01,31149
1975-11-01,31689
1975-12-01,32333
1976-01-01,32604
1976-02-01,32525
1976-03-01,32911
1976-04-01,32924
1976-05-01,32467
1976-06-01,32672
1976-07-01,33202
1976-08-01,33747
1976-09-01,34449
1976-10-01,35059
1976-11-01,35559
1976-12-01,36395
1977-01-01,36695
1977-02-01,37187
1977-03-01,37384
1977-04-01,36868
1977-05-01,36166
1977-06-01,36265
1977-07-01,36344
1977-08-01,36669
1977-09-01,37028
1977-10-01,37588
1977-11-01,38087
1977-12-01,38659
1978-01-01,38784
1978-02-01,39156
1978-03-01,39726
1978-04-01,39481
1978-05-01,38937
1978-06-01,39151
1978-07-01,39592
1978-08-01,40393
1978-09-01,40988
1978-10-01,41507
1978-11-01,41960
1978-12-01,42743
1979-01-01,43178
1979-02-01,43711
1979-03-01,44244
1979-04-01,44190
1979-05-01,43560
1979-06-01,43777
1979-07-01,44061
1979-08-01,44687
1979-09-01,45174
1979-10-01,45920
1979-11-01,46622
1979-12-01,47668
1980-01-01,48628
1980-02-01,49057
1980-03-01,49311
1980-04-01,49009
1980-05-01,48509
1980-06-01,49159
1980-07-01,49860
1980-08-01,50449
1980-09-01,51068
1980-10-01,51969
1980-11-01,52657
1980-12-01,53856
1981-01-01,54144
1981-02-01,54452
1981-03-01,55080
1981-04-01,55012
1981-05-01,54724
1981-06-01,55387
1981-07-01,55780
1981-08-01,56129
1981-09-01,56963
1981-10-01,57778
1981-11-01,58334
1981-12-01,59558
1982-01-01,59827
1982-02-01,60167
1982-03-01,60738
1982-04-01,61048
1982-05-01,61433
1982-06-01,61653
1982-07-01,62115
1982-08-01,62428
1982-09-01,63413
1982-10-01,63666
1982-11-01,64347
1982-12-01,65967
1983-01-01,65918
1983-02-01,66547
1983-03-01,68277
1983-04-01,68167
1983-05-01,68283
1983-06-01,69373
1983-07-01,70169
1983-08-01,70544
1983-09-01,71443
1983-10-01,71984
1983-11-01,72830
1983-12-01,74719
1984-01-01,75111
1984-02-01,75954
1984-03-01,76435
1984-04-01,76412
1984-05-01,76132
1984-06-01,76940
1984-07-01,78201
1984-08-01,78955
1984-09-01,79788
1984-10-01,80407
1984-11-01,81573
1984-12-01,83760
1985-01-01,85150
1985-02-01,86171
1985-03-01,87097
1985-04-01,87762
1985-05-01,87963
1985-06-01,90389
1985-07-01,93540
1985-08-01,93909
1985-09-01,95415
1985-10-01,95859
1985-11-01,96700
1985-12-01,98439
1986-01-01,97802
1986-02-01,97980
1986-03-01,99248
1986-04-01,100676
1986-05-01,100639
1986-06-01,101867
1986-07-01,103177
1986-08-01,103390
1986-09-01,104006
1986-10-01,105205
1986-11-01,105012
1986-12-01,107401
1987-01-01,108268
1987-02-01,108838
1987-03-01,110481
1987-04-01,112157
1987-05-01,112994
1987-06-01,114899
1987-07-01,117070
1987-08-01,117225
1987-09-01,118952
1987-10-01,120897
1987-11-01,122718
1987-12-01,124609
1988-01-01,124200
1988-02-01,124576
1988-03-01,125761
1988-04-01,126152
1988-05-01,126792
1988-06-01,130168
1988-07-01,131939
1988-08-01,133045
1988-09-01,135498
1988-10-01,139394
1988-11-01,142255
1988-12-01,147806
1989-01-01,149189
1989-02-01,152023
1989-03-01,154734
1989-04-01,156854
1989-05-01,158431
1989-06-01,164964
1989-07-01,171073
1989-08-01,173500
1989-09-01,173938
1989-10-01,176073
1989-11-01,177427
1989-12-01,180852
1990-01-01,182807
1990-02-01,184279
1990-03-01,185877
1990-04-01,187076
1990-05-01,186849
1990-06-01,190410
1990-07-01,191812
1990-08-01,193944
1990-09-01,187185
1990-10-01,198445
1990-11-01,200682
1990-12-01,204489
1991-01-01,200860
1991-02-01,199684
1991-03-01,200844
1991-04-01,199199
1991-05-01,199963
1991-06-01,202650
1991-07-01,203749
1991-08-01,203203
1991-09-01,205065
1991-10-01,205248
1991-11-01,204981
1991-12-01,208312
1992-01-01,207315
1992-02-01,207352
1992-03-01,206318
1992-04-01,206269
1992-05-01,206482
1992-06-01,208519
1992-07-01,218783
1992-08-01,219537
1992-09-01,219949
1992-10-01,219450
1992-11-01,221100
1992-12-01,224371
1993-01-01,225407
1993-02-01,225868
1993-03-01,227460
1993-04-01,225449
1993-05-01,225245
1993-06-01,229612
1993-07-01,231722
1993-08-01,229624
1993-09-01,232401
1993-10-01,233367
1993-11-01,235011
1993-12-01,237660
1994-01-01,240728
1994-02-01,240868
1994-03-01,244289
1994-04-01,243857
1994-05-01,244764
1994-06-01,246237
1994-07-01,248956
1994-08-01,249641
1994-09-01,250496
1994-10-01,253188
1994-11-01,256807
1994-12-01,261115
